Id,Title,DemographicType,Type,PublishingStatus,TotalVolumes,MainImageUrl
19027,Granba,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/173359l.jpg
19028,"Sugoku, Akaku, Shitai.",Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/167152l.jpg
19029,Arthro Colossus,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/171679l.jpg
19030,Tabemono Kemono,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/174581l.jpg
19031,Sayonara Giulietta,Shounen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/179928l.jpg
19032,Hoshikawa Yorozu Sanrei Soushi,Josei,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/180785l.jpg
19033,Anesan wa Iinchou,Shoujo,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/3/181484l.jpg
19034,Kouun Ryuusui: Jofuku,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/208221l.jpg
19035,Osasoi Bikini,Seinen,OneShot,Finished,,
19036,Anata wa Ano Hoshi no Moto ni,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/190451l.jpg
19037,Ningyohime no Suizokukan,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/192252l.jpg
19038,Border World: Hekiraku no Tao,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/198100l.jpg
19039,Abunai Sennyuu Shuzai: Kininaru Kare wa Kawaii Eromen,Josei,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/3/193787l.jpg
19040,12 no Jubaku: Bukiyou na Toshi no Sarenai,Josei,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/2/195424l.jpg
19041,Princess-biyori,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/196768l.jpg
19042,Karigari!,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/200289l.jpg
19043,"Doujin Katsudou, Hajimemashita!?",Josei,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/3/205527l.jpg
19044,Kokoronashi no Kirimu,Shounen,Manga,Finished,,https://cdn.myanimelist.net/images/manga/3/211432l.jpg
19045,Gurazeni: Pa League-hen,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/210747l.jpg
19046,Mahiru no Hyakki Yakou,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/209066l.jpg
19047,Tsuideni Tonchinkan,Shounen,Manga,Finished,18,https://cdn.myanimelist.net/images/manga/1/227004l.jpg
19048,Whip!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/217409l.jpg
19049,"Sono Onna, Jitterbug",Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/3/217759l.jpg
19050,Kanojo no Yasei ga Te ni Oenai,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/227297l.jpg
19051,Babel no Sekkeishi,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/234819l.jpg
19052,Sayonara Manuke na Yuukaihan-san,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/250792l.jpg
19053,Heisei Shounen Dan,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/257270l.jpg
19054,Vouivre Yousaiten: Kinuyo to Harriet,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/261946l.jpg
19055,Gensui Koutei no Okiniiri: Botsuraku Reijou wa Kakoware Dekiai ni Honrou saretemasu,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/269053l.jpg
19056,"Shinigami-chan wa, Choroi",Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/272678l.jpg
19057,Kakugetsu Itou Junji,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/276775l.jpg
19058,D.Diver,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/282412l.jpg
19059,Keitai Denjuu Telefang," Shounen",Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/154692l.jpg
19060,Jungle Boy,Shoujo,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/3/270164l.jpg
19061,Maze Breakers,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/105425l.jpg
19062,Hitozuma Fetishism,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/122751l.jpg
19063,Restor Fujin,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/158912l.jpg
19064,Kimi ni Tomodachi ga Dekiru made.,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/164064l.jpg
19065,Kaizokuou to Ningyo-hime: Doumou na Hasha ni Mi mo Kokoro mo Ubawarete,Josei,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/1/173650l.jpg
19066,Magician²,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/189478l.jpg
19067,Akamehime no Choukai,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/208220l.jpg
19068,Yoiko-sensei to Usui Hon no Akuma,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/241780l.jpg
19069,Be for the Beast,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/256752l.jpg
19070,Kimi to Restaurant,Josei,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/261489l.jpg
19071,Love Game Love Yell,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/10078l.jpg
19072,Honey Voice de Sasayaite,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/10426l.jpg
19073,Dust Shooters!,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/14875l.jpg
19074,Ricchan,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/153576l.jpg
19075,Love Root Zero,Shoujo,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/261625l.jpg
19076,Saint Guardian,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/17957l.jpg
19077,Fun Fan Karakurihime,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/267919l.jpg
19078,Bran-New,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/25759l.jpg
19079,Bacchon Girls,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/27473l.jpg
19080,Momoiro Syndrome,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/3/128095l.jpg
19081,Twin Cross,Shoujo,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/28762l.jpg
19082,Tsuki no Yoru Hoshi no Asa,Shoujo,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/1/264121l.jpg
19083,Eleanor,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/29526l.jpg
19084,Momotarou Mairu!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/182477l.jpg
19085,Love Get You,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/31832l.jpg
19086,Kimi to Issho!?,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/33831l.jpg
19087,Sobakkasu!,Shounen,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/1/34742l.jpg
19088,Last,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/38037l.jpg
19089,Magazine Mystery Reportage,Shounen,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/2/43095l.jpg
19090,Astraia no Tenbin,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/45517l.jpg
19091,Kagami no Naka no Yami,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/47791l.jpg
19092,Zegen-Yawa,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/51551l.jpg
19093,Hashikko no Koi,Josei,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/5/262000l.jpg
19094,Mayokohama Ramen Sanshimai,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/65353l.jpg
19095,Rikei Danshi. ~Bokura no Rikashitsu~,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/68149l.jpg
19096,Condol♪,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/196480l.jpg
19097,"Tatta Hitotsu no, Negai.",Seinen,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/3/124029l.jpg
19098,Jukai Shounen ZOO1,Shounen,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/2/104253l.jpg
19099,Kuroi Hohoemi,Shoujo,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/103037l.jpg
19100,Hanayome no Kaze,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/110437l.jpg
19101,Zeus no Tane,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/114005l.jpg
19102,Rising-san,Shounen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/114917l.jpg
19103,Panzer vor!,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/132737l.jpg
19104,Country Road,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/135661l.jpg
19105,Tsuda Bakery de Chuushoku wo,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/144275l.jpg
19106,Okusama wa Patalliro!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/157244l.jpg
19107,Nobunaga Sixteen,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/275861l.jpg
19108,Tenjou no Tsuru,Seinen,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/3/198671l.jpg
19109,Star Bakuhatsu,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/189032l.jpg
19110,Dokidoki Majo Shinpan! Duo,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/177355l.jpg
19111,Viva! Volleyball,Shoujo,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/3/180936l.jpg
19112,Vampire Princess,Josei,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/2/181236l.jpg
19113,Renai♥Cocktail,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/181962l.jpg
19114,Ookami to Cinderella: Ikenai Sensei to Himitsu no Ama Koi?,Josei,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/2/183297l.jpg
19115,Finder: Kyoto Jogakuin Monogatari,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/209049l.jpg
19116,Bokutachi no Shinsekai,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/204998l.jpg
19117,Tou kara Orita Himegimi: Tensei Oujo to Kemono na Kenou,Josei,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/1/194584l.jpg
19118,Kappa no Kaikata,Seinen,Manga,Finished,15,https://cdn.myanimelist.net/images/manga/2/195632l.jpg
19119,Neko to Nakayoku Naritai,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/206056l.jpg
19120,Shinomiya-kun ni wa Wake ga Aru,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/222330l.jpg
19121,Keiji Yugami,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/199274l.jpg
19122,Kemono na Wakagashira wa Dokusenyoku wo Kakusanai,Josei,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/2/201325l.jpg
19123,BB Deformer,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/225709l.jpg
19124,Garçon,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/3/225528l.jpg
19125,Gyutto shite♡Eve,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/222589l.jpg
19126,Rapaz Theme Park,Seinen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/2/228236l.jpg
19127,Mono suru Hito,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/219074l.jpg
19128,:radical,Josei,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/223683l.jpg
19129,Paranoma,Josei,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/225089l.jpg
19130,Mental Model Research,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/226711l.jpg
19131,Komaoto,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/215460l.jpg
19132,Misuto no Kaibouroku,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/216114l.jpg
19133,Donketsu,Seinen,Manga,Finished,28,https://cdn.myanimelist.net/images/manga/1/234190l.jpg
19134,Otonari Hajimete Monogatari,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/222757l.jpg
19135,Jounetsu no Kesshou to Ainaki Konrei,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/230189l.jpg
19136,Bukuro Kicks,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/235677l.jpg
19137,Ginga no Curtain Call,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/249238l.jpg
19138,Unmet: Aru Nougekai no Nikki,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/246990l.jpg
19139,Bomber Boy,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/248441l.jpg
19140,Nouzenkazura no Ie,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/257113l.jpg
19141,Fiancé-sama kara Nigerarenai,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/258368l.jpg
19142,Ask,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/258781l.jpg
19143,Isekai Yuusha no Death Game,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/260020l.jpg
19144,Kidou Senshi Gundam Burai,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/263067l.jpg
19145,Nougyou Danshi to Mademoiselle: Ichigo to Koi no Minorasekata,Josei,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/265684l.jpg
19146,Kanojou ni totte Takaramono,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/5776l.jpg
19147,Wild Arms: the 4th Detonator,Shounen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/109229l.jpg
19148,Amatou Penguin,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/155718l.jpg
19149,Zannen na Captain to Wagamama na Ousama-tachi,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/187132l.jpg
19150,Voice Radio: Boku no Suki na Personality,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/206111l.jpg
19151,Konyakusha ga Akuyaku de Komattemasu,Josei,LightNovel,Finished,2,https://cdn.myanimelist.net/images/manga/1/238443l.jpg
19152,Bishuu no Daichi: Fukushuu no Tame ni Kao wo Suteta Onna,Josei,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/250387l.jpg
19153,Tonari,Shoujo,Manga,Finished,,https://cdn.myanimelist.net/images/manga/2/4730l.jpg
19154,Love☆Triple!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/5163l.jpg
19155,Hatsu Ecchi,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/9357l.jpg
19156,Hana no En,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/14073l.jpg
19157,Jewel Quest,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/15201l.jpg
19158,Ai wa Ichiya ni Shite,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/23277l.jpg
19159,Kyou mo Nao Shitsuji,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/24649l.jpg
19160,Cherries ni Kanpai!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/26667l.jpg
19161,Miyawaki Yukino no Kessakushuu,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/26689l.jpg
19162,Ochanoma Idol,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/247804l.jpg
19163,Shoujo Koudan Apartment,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/115497l.jpg
19164,Boku no Utako-san,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/32304l.jpg
19165,Mikakunin Osananajimi,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/186636l.jpg
19166,Tokumori,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/36110l.jpg
19167,Clea Totsugeki!,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/36879l.jpg
19168,Memories Off 6 ～T-wave～,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/37074l.jpg
19169,Miko no Koiji,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/150853l.jpg
19170,LoveφSummit,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/149312l.jpg
19171,Boku no Shoukibo na Shippai,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/64475l.jpg
19172,Jorunada,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/66971l.jpg
19173,Tegowai Onna no Shitsukekata,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/72627l.jpg
19174,Kenkaku Shoubai,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/73833l.jpg
19175,Kotatsuya Mikan,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/89539l.jpg
19176,Aoharu!,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/96761l.jpg
19177,Arcdia,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/117009l.jpg
19178,Edomae Sushi Shokunin: Kirara no Shigoto,Seinen,Manga,Finished,16,https://cdn.myanimelist.net/images/manga/3/101063l.jpg
19179,Konpeki no Prisoner,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/207969l.jpg
19180,Dareka Kafuka wo Mamotte,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/203284l.jpg
19181,Happy Tiger,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/131893l.jpg
19182,Kyuudou-kun,Shounen,Manga,Finished,19,https://cdn.myanimelist.net/images/manga/2/139089l.jpg
19183,Dam Manga,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/142539l.jpg
19184,Kinki: Zettai ni Yatte wa Ikenai 13 no Koto,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/149526l.jpg
19185,Himitsu no Wedding,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/156384l.jpg
19186,Kanojo no Kanshoku,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/157530l.jpg
19187,Nijuu Mensou no Musume: Utsushiyo no Yoru,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/171194l.jpg
19188,Deka Girl,Josei,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/1/174303l.jpg
19189,Adandai: Youkai Eshiroku Hana no Nishikie,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/174632l.jpg
19190,Eien Toshokan,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/174378l.jpg
19191,Sabbatini-ke no Renai Jijou,Josei,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/227762l.jpg
19192,Mankoro,Shounen,Manga,Finished,,https://cdn.myanimelist.net/images/manga/1/200274l.jpg
19193,Kessen no Kuon,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/202369l.jpg
19194,Hadairo no Aijou Hyougen,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/231479l.jpg
19195,"Hitokuchi, Futakuchi,",Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/208173l.jpg
19196,Ecchi Sketch One Touch: Boku ga Oshikko ni Mezameru made,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/213478l.jpg
19197,Izumo,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/209650l.jpg
19198,Akuyome,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/222483l.jpg
19199,Hangyoji,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/225784l.jpg
19200,Midori no Tsumishiro,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/227122l.jpg
19201,Diana,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/226398l.jpg
19202,Actress Act,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/260093l.jpg
19203,Kingyo no Osushi,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/244356l.jpg
19204,Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai sareru,Josei,LightNovel,Publishing,,https://cdn.myanimelist.net/images/manga/2/241427l.jpg
19205,"Kidou Senshi Gundam: Isekai Uchuu Seiki - Nijuuyonsai Shokugyou OL, Tensei-saki de Kycilia Yattemasu",Shounen,LightNovel,Finished,2,https://cdn.myanimelist.net/images/manga/3/273553l.jpg
19206,Nekodomo,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/239762l.jpg
19207,Heroines,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/240549l.jpg
19208,"Kenkyuu Theme wa ""Kekkon"" desu",Josei,Manga,Finished,,https://cdn.myanimelist.net/images/manga/1/250999l.jpg
19209,Kirahoshi no Meril,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/248341l.jpg
19210,Kamisama wa Southpaw,Shounen,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/2/258995l.jpg
19211,Furenai Futari,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/256813l.jpg
19212,Kyonyuu Suki nanoni BL-kai ni Tensei shimashita,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/268216l.jpg
19213,Senya no Kiss de Kimi wo Koroshite,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/269131l.jpg
19214,Lovely Bakery,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/271294l.jpg
19215,Hakuchizu no Reisende,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/276122l.jpg
19216,Jiangshi X,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/275480l.jpg
19217,Usayama Joshi Koukou 2-nen 1-kumi!!,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/285107l.jpg
19218,Kyoushi ni Yarasena!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/7177l.jpg
